"neighbourhood","latitude","longitude","property_type","bathrooms","bedrooms","beds","host_is_superhost","parking","room_type_Entire home/apt","room_type_Private room","room_type_Shared room","Target"
136,40.71895,-73.84249,26,1,1,1,0,1,0,1,0,">  $100"
32,40.68235,-73.96128,1,2,2,2,0,0,1,0,0,">  $100"
18,40.69166,-73.90314,1,1,1,1,0,1,0,1,0,"$30  AND $50"
64,40.6865,-73.97494,1,1,1,1,0,0,1,0,0,">  $100"
101,40.79902,-73.96692,1,1,1,2,0,1,0,1,0,"$50  AND $100"
22,40.6905099999999,-73.91557,1,1,1,1,0,1,0,1,0,"$30  AND $50"
18,40.69121,-73.92099,1,1.5,1,1,0,1,0,1,0,"$50  AND $100"
18,40.67923,-74.0065099999999,23,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.66798,-73.95528,1,1,1,1,0,0,0,1,0,"$50  AND $100"
168,40.78353,-73.97802,1,1,1,1,1,0,0,1,0,"$30  AND $50"
18,40.65609,-73.95781,1,1,1,1,0,1,1,0,0,"$50  AND $100"
3,40.77462,-73.9102099999999,1,1,2,1,0,1,0,1,0,"$50  AND $100"
10,40.69028,-73.94163,1,1,1,1,0,0,0,1,0,"$50  AND $100"
112,40.75173,-73.9727,12,2,2,3,1,1,1,0,0,">  $100"
101,40.74477,-73.98004,1,1.5,2,2,0,1,1,0,0,">  $100"
100,40.72142,-73.98411,1,1,1,1,0,0,0,1,0,">  $100"
18,40.69786,-73.93287,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71384,-73.94228,21,1,1,1,0,0,0,1,0,"$50  AND $100"
168,40.78299,-73.98318,1,1,1,1,0,1,1,0,0,">  $100"
18,40.71198,-73.94932,1,1,2,1,0,0,0,1,0,"$50  AND $100"
64,40.69011,-73.96999,1,1,1,1,0,0,1,0,0,">  $100"
101,40.74653,-73.9871699999999,1,1,1,5,0,0,1,0,0,">  $100"
111,40.74706,-73.98689,1,1,1,3,0,0,1,0,0,">  $100"
157,40.88316,-73.9115099999999,24,2.5,4,7,0,1,1,0,0,">  $100"
181,40.7116599999999,-73.96054,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.72619,-73.99019,1,1,1,2,1,1,1,0,0,">  $100"
112,40.75532,-73.9654,1,1,1,1,1,1,0,1,0,"$50  AND $100"
136,40.70739,-73.8132699999999,21,1,1,1,0,1,0,1,0,"$30  AND $50"
136,40.77127,-73.87123,1,1,1,1,0,0,0,1,0,"$50  AND $100"
10,40.69475,-73.9405,29,1,1,2,0,1,0,0,1,"$30  AND $50"
18,40.71432,-73.94751,1,1,1,1,0,1,1,0,0,">  $100"
75,40.72407,-73.94762,21,1.5,1,1,0,0,0,1,0,"$30  AND $50"
101,40.86302,-73.9298199999999,1,1,2,2,0,1,1,0,0,"$50  AND $100"
101,40.70753,-74.00514,1,1,1,1,0,0,1,0,0,">  $100"
181,40.7109,-73.95916,1,1,2,2,0,0,1,0,0,">  $100"
57,40.70805,-74.00581,1,1,1,1,0,0,1,0,0,">  $100"
80,40.80389,-73.9571199999999,1,1,1,1,0,1,1,0,0,">  $100"
136,40.75373,-73.9190199999999,1,1,1,3,0,1,0,1,0,"$50  AND $100"
18,40.68872,-73.92425,1,2,1,1,0,1,0,1,0,"$30  AND $50"
3,40.75569,-73.92175,1,1,2,3,1,0,1,0,0,">  $100"
58,40.64448,-73.9639699999999,1,1,1,2,0,0,1,0,0,"$50  AND $100"
168,40.77606,-73.97803,3,1,1,1,0,1,0,1,0,">  $100"
50,40.80185,-73.94515,1,1,2,3,0,0,1,0,0,">  $100"
176,40.7328,-74.0030599999999,1,1,1,1,0,1,1,0,0,">  $100"
101,40.80172,-73.96177,1,1.5,1,1,1,1,0,1,0,">  $100"
18,40.69569,-73.90733,1,1,2,2,0,0,1,0,0,"$50  AND $100"
57,40.70747,-74.0043599999999,1,1,1,1,0,0,1,0,0,">  $100"
57,40.7074099999999,-74.00656,1,1,1,1,0,0,1,0,0,">  $100"
181,40.70604,-73.93802,1,2,4,8,0,0,1,0,0,">  $100"
181,40.71586,-73.94044,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71865,-73.94951,21,1,1,2,0,1,0,1,0,">  $100"
101,40.7652099999999,-73.96491,1,1,1,2,0,1,1,0,0,">  $100"
173,40.83963,-73.93512,1,1,1,1,1,0,1,0,0,"$30  AND $50"
22,40.70329,-73.92213,1,1,1,1,1,0,0,1,0,"$50  AND $100"
18,40.72858,-73.9581599999999,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.72156,-73.96043,1,2,1,2,0,1,1,0,0,">  $100"
10,40.6799599999999,-73.94085,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.67327,-73.94403,1,2,1,1,0,0,0,1,0,"$30  AND $50"
80,40.8238099999999,-73.94582,1,1,1,1,0,1,0,1,0,"$30  AND $50"
181,40.71549,-73.95579,1,1,1,1,1,1,1,0,0,">  $100"
18,40.67873,-73.99564,1,1,1,1,0,1,0,1,0,"$30  AND $50"
98,40.74643,-73.94693,1,1,1,1,0,1,1,0,0,">  $100"
18,40.65844,-73.94832,1,1,1,3,0,0,1,0,0,"$30  AND $50"
101,40.71359,-74.01049,1,1,1,1,0,0,1,0,0,">  $100"
181,40.70743,-73.9416,1,1,2,2,0,1,1,0,0,">  $100"
93,40.87257,-73.9009,21,1,1,1,1,1,0,1,0,"$50  AND $100"
52,40.72603,-73.98369,1,1,1,1,0,0,0,1,0,">  $100"
57,40.70791,-74.00545,1,1,1,1,0,0,1,0,0,">  $100"
3,40.76021,-73.9167,1,1,1,1,1,0,0,1,0,"$30  AND $50"
57,40.70852,-74.0062,1,1,1,1,0,0,1,0,0,">  $100"
10,40.68215,-73.93644,1,1,2,1,0,1,1,0,0,"$50  AND $100"
176,40.7317,-74.00708,1,1,1,1,0,0,1,0,0,">  $100"
81,40.76191,-73.99199,1,1,1,1,0,0,0,1,0,"$50  AND $100"
22,40.69309,-73.9239999999999,1,1,1,1,0,0,0,1,0,"$30  AND $50"
14,40.68208,-73.98093,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.75226,-73.9735599999999,12,1,1,2,1,1,1,0,0,">  $100"
80,40.79983,-73.94481,1,1,1,1,0,0,1,0,0,">  $100"
101,40.75693,-73.97078,1,1,1,1,1,0,0,0,1,"$50  AND $100"
14,40.68782,-73.9911099999999,1,1.5,2,2,0,1,1,0,0,">  $100"
77,40.66168,-73.9982699999999,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.6066299999999,-73.9821,1,1,1,1,0,0,0,1,0,"< $30"
101,40.7703799999999,-73.95273,1,1,1,1,0,1,0,1,0,">  $100"
80,40.80016,-73.9383,1,1,1,1,1,1,1,0,0,">  $100"
18,40.70139,-73.92567,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.72977,-73.95125,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.65381,-73.94893,1,1,1,1,1,1,0,1,0,"$30  AND $50"
101,40.8681599999999,-73.93131,1,1,1,1,0,1,1,0,0,"$50  AND $100"
18,40.69177,-73.98549,1,1,1,1,0,0,1,0,0,">  $100"
113,40.62923,-73.95746,1,1,1,3,0,0,1,0,0,">  $100"
23,40.6380599999999,-73.90024,29,1,1,1,1,1,0,1,0,"$30  AND $50"
75,40.7258099999999,-73.95376,1,1,1,1,0,1,1,0,0,">  $100"
10,40.68437,-73.93518,1,1,1,1,0,0,0,1,0,"$30  AND $50"
136,40.72822,-73.74119,21,1.5,1,3,0,1,0,0,1,"$30  AND $50"
18,40.67395,-73.94874,1,1,1,1,0,0,1,0,0,"$50  AND $100"
136,40.7546,-73.93643,1,1,1,1,0,0,0,1,0,"$30  AND $50"
80,40.81554,-73.94144,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.69336,-73.94453,1,1,1,1,0,0,1,0,0,"$50  AND $100"
58,40.66139,-73.96231,1,1,1,1,0,0,1,0,0,">  $100"
80,40.81498,-73.94622,1,1,1,1,0,1,0,0,1,"$50  AND $100"
22,40.69999,-73.9280699999999,1,1,1,1,0,1,0,1,0,"$50  AND $100"
23,40.6302,-73.8997,1,1,2,3,0,1,1,0,0,"$50  AND $100"
18,40.68238,-73.92918,1,1,2,2,1,1,1,0,0,"$50  AND $100"
12,40.62062,-73.99837,1,1,1,2,1,1,1,0,0,">  $100"
101,40.72642,-73.98402,1,1,1,1,0,0,1,0,0,">  $100"
18,40.70894,-73.94333,12,1,1,1,0,1,0,1,0,">  $100"
10,40.6807,-73.92917,1,1,1,1,0,1,0,1,0,"$30  AND $50"
101,40.75866,-73.9803199999999,1,1,1,2,0,1,0,1,0,"$50  AND $100"
176,40.7378,-74.0062,1,1,1,1,0,0,1,0,0,">  $100"
136,40.74267,-73.90354,21,1,1,1,0,1,0,1,0,"$30  AND $50"
22,40.69211,-73.90634,29,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.77799,-73.9782,1,1,1,1,1,0,1,0,0,">  $100"
101,40.72677,-73.9911,1,1,2,3,1,1,1,0,0,">  $100"
80,40.82829,-73.94691,1,1,1,1,0,1,0,0,1,"$50  AND $100"
10,40.69017,-73.94825,1,2,2,2,0,1,1,0,0,">  $100"
101,40.73233,-74.00244,23,1,1,1,1,1,1,0,0,">  $100"
28,40.7147,-73.99868,1,1,2,2,0,0,1,0,0,">  $100"
140,40.70077,-73.90793,1,1,1,3,0,0,0,1,0,"$50  AND $100"
5,40.71085,-74.0158,12,1,1,2,1,1,1,0,0,">  $100"
10,40.67951,-73.94426,1,1,1,1,0,1,0,1,0,"$50  AND $100"
80,40.82599,-73.95289,1,1,1,1,1,0,0,1,0,"$50  AND $100"
18,40.69079,-73.95934,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.68269,-73.90911,29,2.5,2,2,0,1,1,0,0,">  $100"
22,40.69355,-73.91829,1,1,1,1,0,0,0,1,0,"$50  AND $100"
157,40.84197,-73.91292,1,1,1,1,0,0,0,1,0,"< $30"
101,40.7718099999999,-73.9574,1,1,1,1,1,0,1,0,0,">  $100"
136,40.77305,-73.9082,1,1,1,2,0,0,1,0,0,"$50  AND $100"
112,40.75265,-73.9684,1,1,1,2,0,0,1,0,0,">  $100"
10,40.6879,-73.94473,1,1,3,3,0,0,1,0,0,"$50  AND $100"
101,40.8410299999999,-73.94063,1,1.5,1,1,1,1,0,1,0,"$50  AND $100"
18,40.70833,-73.94898,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.73333,-74.0052,1,1,1,1,1,1,1,0,0,">  $100"
18,40.6440099999999,-73.96047,21,2,4,6,1,1,1,0,0,">  $100"
158,40.5890599999999,-73.79503,3,1,1,1,0,1,0,1,0,"$50  AND $100"
158,40.58896,-73.79494,29,1,1,1,0,1,0,1,0,"$50  AND $100"
37,40.8321599999999,-73.91598,21,1,1,1,0,0,0,1,0,"$50  AND $100"
111,40.76323,-73.99248,23,1,1,1,0,1,1,0,0,">  $100"
111,40.75628,-73.96918,1,1,1,1,0,0,0,1,0,">  $100"
156,40.65247,-74.00994,1,1,2,2,0,0,1,0,0,">  $100"
28,40.7142599999999,-73.99175,1,1,2,2,0,0,1,0,0,">  $100"
18,40.68907,-73.953,12,1,1,1,0,1,0,1,0,">  $100"
157,40.8964099999999,-73.85077,21,1,1,1,0,1,1,0,0,"$50  AND $100"
101,40.7232799999999,-73.9843,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.67004,-73.9220699999999,29,3,1,1,1,1,0,1,0,"$50  AND $100"
101,40.76169,-73.98839,1,1,1,1,0,0,0,1,0,">  $100"
66,40.72688,-73.79198,21,1.5,1,1,0,1,0,1,0,"$30  AND $50"
101,40.79645,-73.94803,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.69987,-73.91404,1,1,1,1,0,0,0,1,0,"$50  AND $100"
32,40.6844,-73.96221,1,1.5,2,2,0,1,1,0,0,">  $100"
101,40.7369999999999,-73.99407,1,1,1,1,0,0,0,1,0,"$50  AND $100"
42,40.67085,-73.92316,1,1,1,1,0,1,0,1,0,"$30  AND $50"
18,40.61167,-73.95803,1,1,1,1,0,1,0,1,0,"$30  AND $50"
181,40.71008,-73.96175,1,1,1,1,0,0,0,1,0,"$50  AND $100"
87,40.86408,-73.92257,1,1.5,1,1,0,1,0,1,0,"$30  AND $50"
80,40.80385,-73.96499,1,1,1,1,1,0,0,1,0,"$50  AND $100"
101,40.74515,-73.9813,1,1,1,1,0,0,0,1,0,">  $100"
140,40.70778,-73.90323,1,1,1,1,1,1,0,1,0,"$30  AND $50"
18,40.60791,-73.9601199999999,21,1,1,1,0,1,0,1,0,"$30  AND $50"
154,40.63275,-74.13681,21,1,1,1,0,1,0,1,0,"$30  AND $50"
167,40.75972,-73.96021,12,1,1,1,0,0,1,0,0,">  $100"
157,40.83139,-73.9016599999999,1,1,1,1,0,0,0,1,0,"< $30"
145,40.58765,-73.94881,1,1,1,2,0,0,0,0,1,"$30  AND $50"
18,40.68599,-73.87734,29,2,1,1,0,0,0,1,0,"$30  AND $50"
79,40.82502,-73.95155,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.67716,-73.93885,1,1,1,1,0,0,0,1,0,"$30  AND $50"
185,40.74579,-73.8997,1,1,1,1,0,0,0,1,0,"$50  AND $100"
80,40.8082,-73.94252,1,1,2,2,0,0,1,0,0,">  $100"
18,40.61266,-73.9867699999999,1,1,2,3,1,1,1,0,0,"$50  AND $100"
111,40.75569,-73.96679,12,1,2,1,0,0,1,0,0,">  $100"
167,40.77458,-73.94769,1,1,2,2,0,0,1,0,0,">  $100"
18,40.65871,-73.9789,1,1,1,1,1,1,1,0,0,">  $100"
101,40.70551,-74.00839,1,1,1,1,0,0,1,0,0,">  $100"
27,40.74732,-73.9999,1,1,2,1,1,1,1,0,0,">  $100"
101,40.7177,-73.99246,1,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.77359,-73.95143,1,1,1,1,0,1,1,0,0,">  $100"
101,40.7408099999999,-73.99616,1,1,1,1,0,0,1,0,0,">  $100"
101,40.72851,-74,1,1,2,2,0,0,1,0,0,">  $100"
57,40.70544,-74.00641,1,1,1,1,0,0,1,0,0,">  $100"
22,40.69943,-73.92192,1,1,1,1,0,1,0,1,0,"$30  AND $50"
18,40.67868,-73.95541,1,1,2,2,0,1,1,0,0,">  $100"
101,40.84365,-73.93982,1,1,1,1,0,0,0,1,0,"$30  AND $50"
81,40.76265,-73.98954,1,1,1,2,0,0,1,0,0,">  $100"
32,40.68059,-73.95848,1,1,1,1,1,1,1,0,0,">  $100"
101,40.72789,-74.00275,1,1,1,1,1,0,1,0,0,">  $100"
18,40.63033,-73.95724,1,1,1,1,0,1,1,0,0,"$50  AND $100"
101,40.77163,-73.9489699999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.71158,-73.98888,1,1.5,1,1,0,0,0,0,1,"$30  AND $50"
101,40.72957,-73.9882,1,1,1,1,0,0,1,0,0,">  $100"
72,40.59757,-74.08434,21,1,1,1,1,1,0,1,0,"$30  AND $50"
101,40.816,-73.9412699999999,1,1,1,1,0,0,1,0,0,"$50  AND $100"
173,40.85054,-73.93956,1,1,1,1,1,1,0,1,0,"$50  AND $100"
101,40.73608,-73.9999699999999,1,1,1,1,0,0,1,0,0,">  $100"
101,40.70617,-74.0112,1,1.5,1,1,0,0,1,0,0,">  $100"
54,40.88634,-73.83431,1,1,1,1,1,1,0,1,0,"$50  AND $100"
136,40.74664,-73.95039,1,1,1,2,0,0,0,1,0,"$50  AND $100"
18,40.71747,-73.96045,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.71409,-73.99434,12,1.5,2,2,0,0,1,0,0,">  $100"
74,40.54878,-74.13908,1,1,1,1,0,1,1,0,0,"$50  AND $100"
113,40.61962,-73.96323,1,1,1,1,0,1,1,0,0,"$50  AND $100"
101,40.72591,-74.00176,1,1,1,1,0,0,1,0,0,">  $100"
94,40.74454,-73.97579,26,1,1,2,0,1,1,0,0,">  $100"
113,40.6155,-73.9522,21,1,1,1,1,1,0,1,0,"$50  AND $100"
22,40.68608,-73.914,1,1,1,2,0,1,1,0,0,">  $100"
173,40.84039,-73.93954,1,1.5,1,1,1,1,0,1,0,"$30  AND $50"
95,40.65867,-73.9522,1,1,1,1,0,0,0,1,0,">  $100"
113,40.6248299999999,-73.97437,21,1,1,1,1,0,0,1,0,">  $100"
42,40.67014,-73.95342,12,1,1,1,1,1,0,1,0,"$50  AND $100"
3,40.76003,-73.94111,1,1,1,1,0,1,0,0,1,"$30  AND $50"
101,40.75985,-73.99107,1,1,1,1,1,1,0,1,0,">  $100"
101,40.79694,-73.96268,1,1,1,1,0,0,0,1,0,"$50  AND $100"
125,40.87816,-73.87213,1,1,1,2,0,1,1,0,0,">  $100"
10,40.6813299999999,-73.95433,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.64801,-73.97391,29,2.5,4,5,0,0,1,0,0,">  $100"
18,40.72672,-73.94054,23,1,1,1,0,0,0,0,1,">  $100"
18,40.70666,-73.94379,1,1.5,1,1,0,0,0,1,0,"$50  AND $100"
18,40.63654,-73.9486199999999,1,1,1,1,0,1,0,0,1,"$50  AND $100"
76,40.72975,-74.00157,1,1,1,1,0,1,1,0,0,">  $100"
10,40.68622,-73.9395,1,1,1,1,0,1,0,1,0,"$30  AND $50"
18,40.7016,-73.91533,1,1,1,1,0,0,0,1,0,"$30  AND $50"
136,40.71319,-73.90315,1,1,1,1,0,1,0,1,0,">  $100"
101,40.70401,-74.00932,1,1,1,1,0,0,1,0,0,">  $100"
101,40.76592,-73.98095,1,2,1,2,0,1,0,1,0,">  $100"
18,40.68582,-73.93706,29,3.5,2,2,0,1,1,0,0,">  $100"
136,40.69709,-73.89556,29,2,2,2,0,1,1,0,0,">  $100"
167,40.7718099999999,-73.95097,1,1,1,1,0,1,1,0,0,">  $100"
101,40.72745,-73.9853699999999,1,1,1,1,0,0,0,1,0,">  $100"
80,40.80937,-73.95881,1,1,3,3,0,1,1,0,0,">  $100"
157,40.82601,-73.81907,21,1,1,1,1,1,0,1,0,"$30  AND $50"
18,40.67238,-73.9760699999999,1,1,1,2,0,1,1,0,0,">  $100"
101,40.77882,-73.95054,1,1,1,1,0,0,1,0,0,"$50  AND $100"
181,40.70896,-73.94754,1,1,1,1,0,0,0,1,0,">  $100"
3,40.76197,-73.92335,1,1,2,3,0,1,1,0,0,">  $100"
12,40.60997,-73.9802199999999,1,1,1,2,0,0,0,1,0,"$30  AND $50"
101,40.80001,-73.96459,1,1,2,2,0,1,1,0,0,">  $100"
10,40.6823599999999,-73.9277,29,1.5,1,1,1,0,0,1,0,"$30  AND $50"
181,40.716,-73.94434,12,1,1,1,0,0,1,0,0,">  $100"
18,40.70012,-73.95082,1,1,2,2,0,0,1,0,0,">  $100"
10,40.68828,-73.92329,1,1,1,1,0,0,1,0,0,"$50  AND $100"
89,40.6706,-73.7794,21,2,3,4,1,1,1,0,0,">  $100"
167,40.77106,-73.95013,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.81717,-73.93918,1,1,1,1,0,1,1,0,0,"$50  AND $100"
173,40.84332,-73.94131,1,1,1,1,0,0,0,1,0,"$30  AND $50"
72,40.59679,-74.08444,21,1,1,1,1,1,0,1,0,"$30  AND $50"
136,40.75539,-73.83203,1,1,1,1,0,1,0,1,0,"$30  AND $50"
18,40.68923,-73.9268199999999,1,1,1,1,1,1,0,1,0,"$30  AND $50"
18,40.68344,-73.93308,1,1,2,2,1,1,0,1,0,"$30  AND $50"
101,40.83827,-73.9397599999999,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.83309,-73.94008,1,1,1,1,0,1,0,1,0,">  $100"
101,40.8483,-73.93115,1,1,1,1,0,0,0,1,0,">  $100"
67,40.6999099999999,-73.8895199999999,1,1,1,1,0,1,0,1,0,"$30  AND $50"
136,40.70289,-73.91156,1,1,1,1,0,0,0,1,0,">  $100"
101,40.80808,-73.95259,1,1,1,1,0,0,0,1,0,"$30  AND $50"
167,40.7618,-73.96546,1,1,1,1,0,0,1,0,0,">  $100"
181,40.70704,-73.92903,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.70202,-73.92675,1,1,1,1,0,0,1,0,0,">  $100"
98,40.74462,-73.94913,1,1,1,1,0,0,1,0,0,">  $100"
61,40.76025,-73.8221,12,2,2,3,0,0,1,0,0,">  $100"
42,40.67442,-73.94096,12,2,3,3,0,1,1,0,0,">  $100"
101,40.79332,-73.97501,1,1,1,1,0,1,1,0,0,"$50  AND $100"
136,40.67733,-73.78826,1,1,1,2,0,0,0,1,0,"$50  AND $100"
3,40.7588,-73.92566,1,1,1,1,0,0,1,0,0,">  $100"
18,40.6954,-73.92596,1,1,1,1,0,1,0,1,0,"$50  AND $100"
156,40.64964,-73.9992,1,1,1,1,1,1,0,1,0,"$50  AND $100"
18,40.69992,-73.92235,1,1,1,1,0,0,0,1,0,"$50  AND $100"
10,40.6829599999999,-73.9358,1,1,1,1,0,1,0,1,0,"$50  AND $100"
136,40.73891,-73.92642,21,1,1,1,0,1,0,1,0,"$30  AND $50"
181,40.7148599999999,-73.95705,1,1,1,1,1,0,0,1,0,"$50  AND $100"
101,40.7936,-73.96642,1,1,1,2,0,0,1,0,0,">  $100"
136,40.69012,-73.75349,21,1,1,1,1,1,0,1,0,"$50  AND $100"
18,40.57569,-73.9589199999999,1,1,2,3,0,1,0,1,0,"$50  AND $100"
130,40.83688,-73.85584,1,1,1,1,0,1,0,1,0,"$50  AND $100"
136,40.67901,-73.78876,1,1,1,2,0,0,0,1,0,"$50  AND $100"
101,40.71529,-73.99088,1,1,1,1,0,0,1,0,0,">  $100"
101,40.74153,-73.9797,1,1,2,1,0,1,0,1,0,"$50  AND $100"
32,40.68593,-73.95702,1,1,1,1,0,0,0,1,0,"$30  AND $50"
77,40.65907,-73.99887,1,1,1,1,0,1,0,1,0,">  $100"
100,40.71937,-73.99202,1,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.72606,-73.97913,1,1,1,1,0,0,1,0,0,">  $100"
19,40.69924,-73.99303,1,1,1,2,0,1,1,0,0,">  $100"
51,40.6724,-73.8764099999999,1,1,2,2,0,1,1,0,0,">  $100"
80,40.82996,-73.9449,1,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.84115,-73.94095,1,1.5,1,1,1,1,0,1,0,"$30  AND $50"
79,40.83298,-73.948,12,1,2,1,0,0,0,1,0,"$50  AND $100"
52,40.72718,-73.9843,1,1.5,1,1,0,1,1,0,0,">  $100"
18,40.71869,-73.95487,1,1,1,1,0,1,1,0,0,">  $100"
18,40.7191,-73.94408,1,2,1,1,1,1,0,1,0,"$50  AND $100"
3,40.76723,-73.92317,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.68057,-73.95249,1,1,1,2,0,1,1,0,0,">  $100"
101,40.7997,-73.97073,1,1,1,1,1,0,0,1,0,"$50  AND $100"
18,40.71445,-73.9620099999999,1,1,2,3,0,1,1,0,0,">  $100"
40,40.73587,-73.8616,1,1,1,1,0,1,1,0,0,"$50  AND $100"
154,40.59644,-74.08279,21,1,1,1,1,1,0,1,0,"$30  AND $50"
58,40.65889,-73.9562699999999,12,1,1,1,1,1,0,1,0,"$30  AND $50"
18,40.7176599999999,-73.95348,23,2,2,2,0,1,1,0,0,">  $100"
3,40.76182,-73.9062199999999,21,1,2,2,0,1,1,0,0,">  $100"
42,40.67589,-73.95525,1,1,1,1,0,1,0,1,0,"$30  AND $50"
101,40.73568,-73.97998,1,1,1,1,0,1,0,1,0,">  $100"
101,40.72759,-73.98047,1,1,1,1,0,0,0,1,0,"$50  AND $100"
57,40.70375,-74.0080699999999,1,1,1,1,0,0,1,0,0,">  $100"
80,40.80142,-73.9575,1,1,1,1,1,0,1,0,0,"$50  AND $100"
57,40.70465,-74.0076199999999,1,1,2,3,0,0,1,0,0,">  $100"
74,40.54896,-74.14246,21,1.5,1,1,1,1,0,1,0,"$30  AND $50"
18,40.6509,-73.96266,1,1,1,1,0,0,0,1,0,"$50  AND $100"
152,40.6408,-74.08097,21,1,1,1,0,1,0,1,0,"$50  AND $100"
50,40.78769,-73.94691,12,1,1,1,0,0,0,1,0,"$50  AND $100"
79,40.825,-73.95181,1,1,2,2,0,0,0,1,0,"$50  AND $100"
136,40.6993,-73.90825,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.7363099999999,-73.9751199999999,1,1,1,1,0,1,0,1,0,">  $100"
32,40.69284,-73.96065,23,1,1,1,0,1,1,0,0,">  $100"
22,40.70238,-73.92886,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.8659,-73.92869,1,1,3,7,0,1,1,0,0,">  $100"
101,40.77288,-73.94745,1,1,1,1,0,1,1,0,0,">  $100"
167,40.7741599999999,-73.9501,1,1,1,2,0,1,1,0,0,">  $100"
101,40.73029,-73.98836,1,1,2,2,0,1,1,0,0,"$50  AND $100"
101,40.71705,-73.99818,1,1,1,1,0,1,0,0,1,"$50  AND $100"
101,40.8437599999999,-73.94208,1,1,1,2,0,1,0,1,0,"$30  AND $50"
3,40.7547,-73.90852,21,1,1,1,0,0,0,1,0,"$50  AND $100"
181,40.70959,-73.95477,1,2,1,1,0,0,0,1,0,"$50  AND $100"
18,40.68845,-73.91956,1,1.5,1,2,0,1,0,1,0,"$50  AND $100"
101,40.75541,-73.99502,1,1,1,1,0,0,0,1,0,">  $100"
101,40.72938,-74.00027,1,1,1,1,0,0,1,0,0,">  $100"
10,40.69217,-73.95823,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.75305,-73.97129,12,2,2,3,1,1,1,0,0,">  $100"
80,40.81626,-73.95862,1,2,1,1,0,0,0,1,0,"$50  AND $100"
18,40.69782,-73.92025,1,0.5,1,2,0,1,1,0,0,"$50  AND $100"
181,40.70691,-73.95104,1,1,1,1,0,1,1,0,0,"$50  AND $100"
80,40.82294,-73.9386,1,1,1,1,0,0,0,1,0,"$30  AND $50"
57,40.71033,-74.00743,1,1,1,1,0,0,1,0,0,">  $100"
93,40.87901,-73.90155,12,1,1,2,0,1,0,1,0,"$30  AND $50"
101,40.71418,-74.00676,1,2,3,3,0,1,1,0,0,">  $100"
3,40.75332,-73.94159,1,1,1,1,0,0,1,0,0,">  $100"
101,40.816,-73.95348,1,1,1,2,0,1,1,0,0,">  $100"
23,40.63202,-73.90916,21,1,1,2,0,1,1,0,0,">  $100"
18,40.69566,-73.90687,12,1,1,1,1,0,1,0,0,"$50  AND $100"
75,40.73374,-73.95854,1,1,1,1,0,1,1,0,0,">  $100"
80,40.8063,-73.95548,1,1,1,1,1,1,0,1,0,"$50  AND $100"
18,40.68333,-73.95232,1,1,2,1,0,0,1,0,0,">  $100"
14,40.69015,-73.99098,1,1,1,2,0,1,1,0,0,">  $100"
14,40.68773,-73.98778,1,1,1,1,1,1,1,0,0,">  $100"
10,40.68645,-73.92975,18,2,1,2,0,0,0,1,0,"$50  AND $100"
10,40.68695,-73.91937,1,1,1,4,0,1,1,0,0,">  $100"
57,40.71313,-74.00541,1,1,3,3,0,0,1,0,0,">  $100"
18,40.68444,-73.98094,1,1,1,1,0,0,1,0,0,">  $100"
101,40.71725,-74.00524,23,1,1,2,0,1,1,0,0,">  $100"
18,40.66298,-73.99864,1,1,1,1,0,0,0,1,0,"$30  AND $50"
57,40.70335,-74.0086,1,1,1,1,0,0,1,0,0,">  $100"
181,40.71071,-73.95957,1,1,1,1,0,0,0,1,0,">  $100"
112,40.74454,-73.97339,1,1,1,1,0,0,1,0,0,">  $100"
94,40.74386,-73.97327,1,1,1,1,0,0,1,0,0,">  $100"
101,40.8345799999999,-73.94227,1,1,1,1,1,1,0,1,0,"$50  AND $100"
